event_date_kst,user_pseudo_id,event_timestamp_kst,user_first_touch_timestamp_kst,event_name,key,string_value,int_value,geo_continent,geo_country,traffic_source_medium,traffic_source
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:01,2021-08-05 16:22:01,session_start,page_location,https://datarian-kr.github.io/blog/book-sql/,,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:01,2021-08-05 16:22:01,page_view,session_engaged,0,,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:01,2021-08-05 16:22:01,page_view,page_title,데이터 분석을 위한 SQL 참고도서 추천,,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:01,2021-08-05 16:22:01,page_view,ga_session_number,,1.0,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:01,2021-08-05 16:22:01,page_view,entrances,,1.0,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:01,2021-08-05 16:22:01,page_view,ga_session_id,,1628148120.0,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:01,2021-08-05 16:22:01,page_view,engaged_session_event,,1.0,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:01,2021-08-05 16:22:01,page_view,page_location,https://datarian-kr.github.io/blog/book-sql/,,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:13,2021-08-05 16:22:01,user_engagement,page_title,데이터 분석을 위한 SQL 참고도서 추천,,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:13,2021-08-05 16:22:01,user_engagement,engagement_time_msec,,12172.0,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:13,2021-08-05 16:22:01,user_engagement,engaged_session_event,,1.0,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:13,2021-08-05 16:22:01,user_engagement,session_engaged,1,,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:13,2021-08-05 16:22:01,user_engagement,page_location,https://datarian-kr.github.io/blog/book-sql/,,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:13,2021-08-05 16:22:01,user_engagement,ga_session_number,,1.0,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:13,2021-08-05 16:22:01,user_engagement,ga_session_id,,1628148120.0,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:18,2021-08-05 16:22:01,page_view,page_title,Datarian,,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:18,2021-08-05 16:22:01,page_view,ga_session_id,,1628148120.0,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:18,2021-08-05 16:22:01,page_view,page_location,https://datarian-kr.github.io/,,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:18,2021-08-05 16:22:01,page_view,ga_session_number,,1.0,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:18,2021-08-05 16:22:01,page_view,page_referrer,https://datarian-kr.github.io/blog/book-sql/,,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:18,2021-08-05 16:22:01,page_view,engaged_session_event,,1.0,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:18,2021-08-05 16:22:01,page_view,ignore_referrer,true,,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:18,2021-08-05 16:22:01,page_view,session_engaged,1,,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:18,2021-08-05 16:22:01,scroll,ga_session_id,,1628148120.0,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:18,2021-08-05 16:22:01,scroll,percent_scrolled,,90.0,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:18,2021-08-05 16:22:01,scroll,page_title,Datarian,,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:18,2021-08-05 16:22:01,scroll,engaged_session_event,,1.0,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:18,2021-08-05 16:22:01,scroll,ga_session_number,,1.0,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:18,2021-08-05 16:22:01,scroll,engagement_time_msec,,3273.0,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:18,2021-08-05 16:22:01,scroll,page_referrer,https://datarian-kr.github.io/blog/book-sql/,,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:18,2021-08-05 16:22:01,scroll,ignore_referrer,true,,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:18,2021-08-05 16:22:01,scroll,session_engaged,1,,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:18,2021-08-05 16:22:01,scroll,page_location,https://datarian-kr.github.io/,,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:29,2021-08-05 16:22:01,click,engagement_time_msec,,6287.0,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:29,2021-08-05 16:22:01,click,page_location,https://datarian-kr.github.io/,,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:29,2021-08-05 16:22:01,click,outbound,true,,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:29,2021-08-05 16:22:01,click,link_url,https://www.inflearn.com/course/%EC%B6%94%EC%B2%9C-%EC%8B%9C%EC%8A%A4%ED%85%9C-%EC%9E%85%EB%AC%B8%ED,,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:29,2021-08-05 16:22:01,click,engaged_session_event,,1.0,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:29,2021-08-05 16:22:01,click,ignore_referrer,true,,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:29,2021-08-05 16:22:01,click,link_domain,inflearn.com,,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:29,2021-08-05 16:22:01,click,link_classes,project-body,,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:29,2021-08-05 16:22:01,click,page_title,Datarian,,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:29,2021-08-05 16:22:01,click,ga_session_id,,1628148120.0,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:29,2021-08-05 16:22:01,click,page_referrer,https://datarian-kr.github.io/blog/book-sql/,,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:29,2021-08-05 16:22:01,click,ga_session_number,,1.0,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:29,2021-08-05 16:22:01,click,session_engaged,1,,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:44,2021-08-05 16:22:01,user_engagement,session_engaged,1,,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:44,2021-08-05 16:22:01,user_engagement,page_title,Datarian,,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:44,2021-08-05 16:22:01,user_engagement,page_location,https://datarian-kr.github.io/,,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:44,2021-08-05 16:22:01,user_engagement,engaged_session_event,,1.0,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:44,2021-08-05 16:22:01,user_engagement,page_referrer,https://datarian-kr.github.io/blog/book-sql/,,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:44,2021-08-05 16:22:01,user_engagement,ga_session_number,,1.0,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:44,2021-08-05 16:22:01,user_engagement,ga_session_id,,1628148120.0,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:44,2021-08-05 16:22:01,user_engagement,ignore_referrer,true,,Asia,South Korea,(none),(direct)
2021-08-05,f7a02f8d062a235380fe478d63bca56adee4f038,2021-08-05 16:22:44,2021-08-05 16:22:01,user_engagement,engagement_time_msec,,1862.0,Asia,South Korea,(none),(direct)
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:16:41,2021-08-05 16:16:41,first_visit,page_title,내가 만약 카톡 선물하기의 분석가라면,,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:16:41,2021-08-05 16:16:41,first_visit,engaged_session_event,,1.0,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:16:41,2021-08-05 16:16:41,first_visit,page_location,https://datarian-kr.github.io/blog/product-study/kakaotalk-gift?utm_source=publy&utm_medium=careerly&utm_campaign=kakaotalk_gift,,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:16:41,2021-08-05 16:16:41,first_visit,ga_session_id,,1628147800.0,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:16:41,2021-08-05 16:16:41,first_visit,page_referrer,https://www.google.com/,,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:16:41,2021-08-05 16:16:41,first_visit,ga_session_number,,1.0,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:16:41,2021-08-05 16:16:41,first_visit,session_engaged,,1.0,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:16:41,2021-08-05 16:16:41,session_start,page_location,https://datarian-kr.github.io/blog/product-study/kakaotalk-gift?utm_source=publy&utm_medium=careerly&utm_campaign=kakaotalk_gift,,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:16:41,2021-08-05 16:16:41,session_start,engaged_session_event,,1.0,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:16:41,2021-08-05 16:16:41,session_start,page_referrer,https://www.google.com/,,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:16:41,2021-08-05 16:16:41,session_start,ga_session_id,,1628147800.0,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:16:41,2021-08-05 16:16:41,session_start,page_title,내가 만약 카톡 선물하기의 분석가라면,,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:16:41,2021-08-05 16:16:41,session_start,ga_session_number,,1.0,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:16:41,2021-08-05 16:16:41,page_view,ga_session_id,,1628147800.0,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:16:41,2021-08-05 16:16:41,page_view,engaged_session_event,,1.0,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:16:41,2021-08-05 16:16:41,page_view,campaign,kakaotalk_gift,,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:16:41,2021-08-05 16:16:41,page_view,entrances,,1.0,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:16:41,2021-08-05 16:16:41,page_view,term,(not provided),,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:16:41,2021-08-05 16:16:41,page_view,medium,careerly,,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:16:41,2021-08-05 16:16:41,page_view,page_title,내가 만약 카톡 선물하기의 분석가라면,,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:16:41,2021-08-05 16:16:41,page_view,ga_session_number,,1.0,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:16:41,2021-08-05 16:16:41,page_view,session_engaged,0,,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:16:41,2021-08-05 16:16:41,page_view,page_referrer,https://www.google.com/,,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:16:41,2021-08-05 16:16:41,page_view,page_location,https://datarian-kr.github.io/blog/product-study/kakaotalk-gift?utm_source=publy&utm_medium=careerly&utm_campaign=kakaotalk_gift,,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:16:41,2021-08-05 16:16:41,page_view,source,publy,,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:17:04,2021-08-05 16:16:41,click,session_engaged,1,,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:17:04,2021-08-05 16:16:41,click,link_url,https://www.donga.com/news/Economy/article/all/20200831/102727097/1,,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:17:04,2021-08-05 16:16:41,click,link_domain,donga.com,,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:17:04,2021-08-05 16:16:41,click,engaged_session_event,,1.0,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:17:04,2021-08-05 16:16:41,click,source,publy,,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:17:04,2021-08-05 16:16:41,click,outbound,true,,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:17:04,2021-08-05 16:16:41,click,page_referrer,https://www.google.com/,,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:17:04,2021-08-05 16:16:41,click,medium,careerly,,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:17:04,2021-08-05 16:16:41,click,ga_session_id,,1628147800.0,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:17:04,2021-08-05 16:16:41,click,engagement_time_msec,,23533.0,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:17:04,2021-08-05 16:16:41,click,campaign,kakaotalk_gift,,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:17:04,2021-08-05 16:16:41,click,term,(not provided),,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:17:04,2021-08-05 16:16:41,click,page_title,내가 만약 카톡 선물하기의 분석가라면,,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:17:04,2021-08-05 16:16:41,click,ga_session_number,,1.0,Asia,South Korea,careerly,publy
2021-08-05,f575be8ae1780761707a7f1c09b671ad9dee5095,2021-08-05 16:17:04,2021-08-05 16:16:41,click,page_location,https://datarian-kr.github.io/blog/product-study/kakaotalk-gift?utm_source=publy&utm_medium=careerly&utm_campaign=kakaotalk_gift,,Asia,South Korea,careerly,publy
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:21,2021-08-05 9:42:21,first_visit,page_title,Datarian,,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:21,2021-08-05 9:42:21,first_visit,ga_session_id,,1628124140.0,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:21,2021-08-05 9:42:21,first_visit,page_location,https://datarian-kr.github.io/,,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:21,2021-08-05 9:42:21,first_visit,session_engaged,,1.0,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:21,2021-08-05 9:42:21,first_visit,ga_session_number,,1.0,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:21,2021-08-05 9:42:21,first_visit,page_referrer,https://www.google.com/,,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:21,2021-08-05 9:42:21,first_visit,engaged_session_event,,1.0,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:21,2021-08-05 9:42:21,session_start,ga_session_number,,1.0,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:21,2021-08-05 9:42:21,session_start,ga_session_id,,1628124140.0,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:21,2021-08-05 9:42:21,session_start,page_referrer,https://www.google.com/,,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:21,2021-08-05 9:42:21,session_start,page_title,Datarian,,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:21,2021-08-05 9:42:21,session_start,page_location,https://datarian-kr.github.io/,,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:21,2021-08-05 9:42:21,session_start,engaged_session_event,,1.0,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:21,2021-08-05 9:42:21,page_view,source,google,,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:21,2021-08-05 9:42:21,page_view,page_title,Datarian,,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:21,2021-08-05 9:42:21,page_view,entrances,,1.0,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:21,2021-08-05 9:42:21,page_view,ga_session_id,,1628124140.0,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:21,2021-08-05 9:42:21,page_view,page_location,https://datarian-kr.github.io/,,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:21,2021-08-05 9:42:21,page_view,engaged_session_event,,1.0,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:21,2021-08-05 9:42:21,page_view,page_referrer,https://www.google.com/,,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:21,2021-08-05 9:42:21,page_view,campaign,(organic),,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:21,2021-08-05 9:42:21,page_view,medium,organic,,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:21,2021-08-05 9:42:21,page_view,ga_session_number,,1.0,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:21,2021-08-05 9:42:21,page_view,term,(not provided),,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:21,2021-08-05 9:42:21,page_view,session_engaged,0,,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:52,2021-08-05 9:42:21,click,link_url,https://www.inflearn.com/course/%EB%B0%B1%EB%AC%B8%EC%9D%B4%EB%B6%88%EC%97%AC%EC%9D%BC%ED%83%80-%EB%,,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:52,2021-08-05 9:42:21,click,source,google,,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:52,2021-08-05 9:42:21,click,campaign,(organic),,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:52,2021-08-05 9:42:21,click,link_domain,inflearn.com,,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:52,2021-08-05 9:42:21,click,ga_session_number,,1.0,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:52,2021-08-05 9:42:21,click,medium,organic,,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:52,2021-08-05 9:42:21,click,session_engaged,1,,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:52,2021-08-05 9:42:21,click,page_referrer,https://www.google.com/,,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:52,2021-08-05 9:42:21,click,outbound,true,,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:52,2021-08-05 9:42:21,click,page_title,Datarian,,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:52,2021-08-05 9:42:21,click,link_classes,project-body,,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:52,2021-08-05 9:42:21,click,engaged_session_event,,1.0,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:52,2021-08-05 9:42:21,click,ga_session_id,,1628124140.0,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:52,2021-08-05 9:42:21,click,engagement_time_msec,,13402.0,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:52,2021-08-05 9:42:21,click,term,(not provided),,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:42:52,2021-08-05 9:42:21,click,page_location,https://datarian-kr.github.io/,,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:43:03,2021-08-05 9:42:21,scroll,page_referrer,https://www.google.com/,,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:43:03,2021-08-05 9:42:21,scroll,session_engaged,1,,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:43:03,2021-08-05 9:42:21,scroll,engagement_time_msec,,4337.0,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:43:03,2021-08-05 9:42:21,scroll,medium,organic,,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:43:03,2021-08-05 9:42:21,scroll,engaged_session_event,,1.0,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:43:03,2021-08-05 9:42:21,scroll,ga_session_id,,1628124140.0,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:43:03,2021-08-05 9:42:21,scroll,percent_scrolled,,90.0,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:43:03,2021-08-05 9:42:21,scroll,page_title,Datarian,,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:43:03,2021-08-05 9:42:21,scroll,campaign,(organic),,Asia,South Korea,organic,google
2021-08-05,70e3806d942c9b9152ffa5a5d812251770a5b2eb,2021-08-05 9:43:03,2021-08-05 9:42:21,scroll,term,(not provided),,Asia,South Korea,organic,google
